store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
,70,3-1 King William St.,,Huntsville,ON,P1H1G7,Canada,705-789-4502,,,Sunday:11:00 AM - 6:00 PM;Monday:9:00 AM - 7:00 PM;Tuesday:9:00 AM - 7:00 PM;Wednesday:9:00 AM - 7:00 PM;Thursday:9:00 AM - 7:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,492,"550, Chemin Kipawa, Unité D",,Témiscaming,C.P.,968,Canada,,,,Sunday:10:00 AM - 5:00 PM;Monday:10:00 AM - 6:00 PM;Tuesday:10:00 AM - 6:00 PM;Wednesday:10:00 AM - 6:00 PM;Thursday:10:00 AM - 9:00 PM;Friday:10:00 AM - 9:00 PM;Saturday:9:00 AM - 5:00 PM;,,0
,508,"68 Front Street, Unit A",,Sturgeon Falls,P2B,2G7,Canada,705-753-1331,,,Sunday:10:00 AM - 6:00 PM;Monday:10:00 AM - 6:00 PM;Tuesday:10:00 AM - 6:00 PM;Wednesday:10:00 AM - 6:00 PM;Thursday:10:00 AM - 6:00 PM;Friday:10:00 AM - 7:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,92,180 Shirreff Ave.,,North Bay,ON,P1B7K9,Canada,705-497-7920,,,Sunday:10:00 AM - 6:00 PM;Monday:9:00 AM - 7:00 PM;Tuesday:9:00 AM - 7:00 PM;Wednesday:9:00 AM - 7:00 PM;Thursday:9:00 AM - 8:00 PM;Friday:9:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,53,245 Lakeshore Dr.,,North Bay,ON,P1A2B9,Canada,705-495-1833,,,Sunday:10:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:10:00 AM - 7:00 PM;,,0
,170,"111, boulevard Industriel",,Repentigny,QC,J6A4X5,Canada,450-582-3052,,,Sunday:10:00 AM - 5:30 PM;Monday:9:30 AM - 6:00 PM;Tuesday:9:30 AM - 7:30 PM;Wednesday:9:30 AM - 6:00 PM;Thursday:9:30 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,303,"215, rue St-Charles Borromée nord",,Joliette,QC,J6E4R6,Canada,450-752-6424,,,Sunday:10:00 AM - 5:30 PM;Monday:9:00 AM - 6:00 PM;Tuesday:9:00 AM - 6:00 PM;Wednesday:9:00 AM - 6:00 PM;Thursday:9:00 AM - 9:00 PM;Friday:9:00 AM - 9:00 PM;Saturday:9:00 AM - 5:30 PM;,,0
,138,250 Wincott Drive,,Etobicoke,ON,M9R2R5,Canada,416-247-9858,,,Sunday:11:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,519,"8750 Bayview Avenue, Unit 17",,Richmond Hill,L4B,4V9,Canada,905-597-1099,,,Sunday:10:00 AM - 6:00 PM;Monday:9:00 AM - 7:00 PM;Tuesday:9:00 AM - 7:00 PM;Wednesday:9:00 AM - 7:00 PM;Thursday:9:00 AM - 9:00 PM;Friday:9:00 AM - 9:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,100,2625 B Weston Road,,North York,Crossroads,Centre,Canada,,,,Sunday:10:00 AM - 6:00 PM;Monday:9:30 AM - 8:00 PM;Tuesday:9:30 AM - 8:00 PM;Wednesday:9:30 AM - 8:00 PM;Thursday:9:30 AM - 8:00 PM;Friday:9:30 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,86,7700 Bathurst St.,,Thornhill,ON,L4J7Y3,Canada,905-886-2220,,,Sunday:11:00 AM - 6:00 PM;Monday:10:00 AM - 7:00 PM;Tuesday:10:00 AM - 7:00 PM;Wednesday:10:00 AM - 7:00 PM;Thursday:10:00 AM - 8:00 PM;Friday:10:00 AM - 8:00 PM;Saturday:9:00 AM - 7:00 PM;,,0
,193,"60, rue St. Germain Ouest",,Rimouski,QC,G5L4B5,Canada,418-722-7068,,,Sunday:10:00 AM - 6:00 PM;Monday:9:30 AM - 6:00 PM;Tuesday:9:30 AM - 6:00 PM;Wednesday:9:30 AM - 6:00 PM;Thursday:9:30 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 6:00 PM;,,0
,398,"63, route du President-Kennedy",,Lévis,G6V,6C8,Canada,418-838-0999,,,Sunday:10:00 AM - 5:30 PM;Monday:9:30 AM - 6:00 PM;Tuesday:9:30 AM - 6:00 PM;Wednesday:9:30 AM - 6:00 PM;Thursday:9:30 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 5:30 PM;,,0
,376,"4960, boulevard de l'Ormiere",,Quebec City,G1P,1K5,Canada,418-861-8800,,,Sunday:10:00 AM - 5:00 PM;Monday:9:30 AM - 6:00 PM;Tuesday:9:30 AM - 6:00 PM;Wednesday:9:30 AM - 6:00 PM;Thursday:9:30 AM - 9:00 PM;Friday:9:30 AM - 9:00 PM;Saturday:9:00 AM - 5:00 PM;,,0
,176,"400 Route 132, Suite 116",,St. Constant,St.,Constant,Canada,,,,Sunday:10:00 AM - 5:00 PM;Monday:10:00 AM - 6:00 PM;Tuesday
