store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
"Bealls, La Grande",,2212 Island Avenue,,La Grande,OR,97850,US,(541) 962-7820,45.328242,-118.076683,Mo 10:00-19:00;Tu 10:00-19:00;We 10:00-19:00;Th 10:00-19:00;Fr 10:00-19:00;Sa 10:00-19:00;Su 12:00-18:00,,0
"Stage, Woodward",,2815 8th St,,Woodward,OK,73801,US,(580) 256-2150,36.416277,-99.390218,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Peebles, Wilmington",,1384 Rombach Ave,,Wilmington,OH,45177,US,(937) 655-9716,39.447553,-83.804613,Mo 10:00-20:00;Tu 10:00-20:00;We 10:00-20:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Goody's - CLOSED, Williamston",,813 East Blvd,,Williamston,NC,27892,US,(252) 789-0140,35.848965,-77.045747,Mo Closed;Tu Closed;We Closed;Th Closed;Fr Closed;Sa Closed;Su Closed,,0
"Peebles, Troy",,120 Hoosick St,,Troy,NY,12180,US,(518) 272-0963,42.737979,-73.677534,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 11:00-18:00,,0
"Bealls, Truth or Consequences",,1900 N Date St,,Truth or Consequences,NM,87901,US,(575) 894-6355,33.148882,-107.248117,Mo 10:00-19:00;Tu 10:00-19:00;We 10:00-19:00;Th 10:00-20:00;Fr 10:00-20:00;Sa 10:00-20:00;Su 12:00-18:00,,0
"Peebles, Seaville",,2087 Route 9 S,,Seaville,NJ,08230,US,(609) 624-1927,39.2088092,-74.70213,Mo 09:00-21:00;Tu 09:00-21:00;We 09:00-21:00;Th 09:00-21:00;Fr 09:00-21:00;Sa 09:00-21:00;Su 10:00-18:00,,0
"Peebles, Rio Grande",,1500 Route 47,,Rio Grande,NJ,08242,US,(609) 889-8787,39.013488,-74.869812,Mo 09:00-21:00;Tu 09:00-21:00;We 09:00-21:00;Th 09:00-21:00;Fr 09:00-21:00;Sa 09:00-21:00;Su 10:00-18:00,,0
"Peebles, Pennsville",,251 North Broadway,,Pennsville,NJ,08070,US,(856) 678-6447,39.668151,-75.508352,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 11:00-18:00,,0
"Peebles, Browns Mills",,18 Broadway,,Browns Mills,NJ,08015,US,(609) 893-9100,39.975418,-74.579501,Mo 10:00-20:00;Tu 10:00-20:00;We 10:00-20:00;Th 10:00-20:00;Fr 10:00-20:00;Sa 10:00-20:00;Su 12:00-18:00,,0
"Peebles, Bridgeton",,9 Cornwell Dr,,Bridgeton,NJ,08302,US,(856) 459-2499,39.460174,-75.209218,Mo 10:00-19:00;Tu 10:00-19:00;We 10:00-19:00;Th 10:00-20:00;Fr 10:00-20:00;Sa 10:00-20:00;Su 12:00-18:00,,0
"Bealls, Taos",,710 Paseo Del Pueblo Sur,,Taos,NM,87571,US,(575) 758-5431,36.391306,-105.582788,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Bealls, Silver City",,2150 Highway 180 E,,Silver ,NM,88061,US,(575) 388-4613,32.785868,-108.253494,Mo 10:00-20:00;Tu 10:00-20:00;We 10:00-20:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Bealls, Ruidoso",,209 Highway 70,,Ruidoso,NM,88345,US,(575) 378-8173,33.320133,-105.62791,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Stage, Roswell",,4501 N Main St,,Roswell,NM,88201,US,(575) 623-1425,33.448801,-104.520657,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Bealls, Raton",,1271 South 2nd Street,,Raton,NM,87740,US,(575) 445-3120,36.8795823,-104.4381395,Mo 10:00-19:00;Tu 10:00-19:00;We 10:00-19:00;Th 10:00-19:00;Fr 10:00-19:00;Sa 10:00-19:00;Su 12:00-18:00,,0
"Bealls, Portales",,601 W 18th St,,Portales,NM,88130,US,(575) 356-5217,34.170796,-103.336831,Mo 10:00-20:00;Tu 10:00-20:00;We 10:00-20:00;Th 10:00-20:00;Fr 10:00-20:00;Sa 10:00-20:00;Su 12:00-18:00,,0
"Bealls, Lovington",,938 W Avenue D,,Lovington,NM,88260,US,(575) 396-3914,32.946277,-103.360399,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Bealls, Los Alamos",,610 Trinity Dr,,Los Alamos,NM,87544,US,(505) 662-8960,35.880137,-106.293037,Mo 10:00-20:00;Tu 10:00-20:00;We 10:00-20:00;Th 10:00-20:00;Fr 10:00-20:00;Sa 10:00-20:00;Su 12:00-18:00,,0
"Bealls, Las Vegas",,2500 7th Street,,Las Vegas,NM,87701,US,(505) 454-3843,35.619212,-105.223426,Mo 10:00-20:00;Tu 10:00-20:00;We 10:00-20:00;Th 10:00-20:00;Fr 10:00-20:00;Sa 10:00-20:00;Su 12:00-18:00,,0
"Stage, Hobbs",,1401 N Turner St,,Hobbs,NM,88240,US,(575) 393-9811,32.711836,-103.137314,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Bealls, Grants",,110 E Santa Fe Ave,,Grants,NM,87020,US,(505) 287-8366,35.150712,-107.848386,Mo 10:00-20:00;Tu 10:00-20:00;We 10:00-20:00;Th 10:00-20:00;Fr 10:00-20:00;Sa 10:00-20:00;Su 12:00-18:00,,0
"Bealls, Gallup",,1300 West I- 40 Frontage Road,,Gallup,NM,87301,US,(505) 722-7256,35.53177221409058,-108.76314371824265,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Stage, Farmington",,3030 E Main St,,Farmington,NM,87402,US,(505) 327-4476,36.747641,-108.165711,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
"Stage, Clovis",,2713 N Prince St,,Clovis,NM,88101,US,(575) 769-2188,34.425365,-103.193314,Mo 10:00-21:00;Tu 10:00-21:00;We 10:00-21:00;Th 10:00-21:00;Fr 10:00-21:00;Sa 10:00-21:00;Su 12:00-18:00,,0
