store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
BROADWAY PLAZA,370,1480 Mount Diablo Boulevard,,Walnut Creek,CA,94596,US,(925) 937-9445,37.897672,-122.059787,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 8:00 PM;,,
ALAMEDA WAREHOUSE OUTLET,6218,1680 Viking St Bldg 169,,Alameda,CA,94501,US,0,37.77608,-122.295554,SUN:10:00 AM - 5:00 PM;MON:Closed;TUE:Closed;WED:Closed;THU:10:00 AM - 5:00 PM;FRI:10:00 AM - 5:00 PM;SAT:10:00 AM - 5:00 PM;,,
STONERIDGE MALL,430,1436 Stoneridge Mall Rd,Suite E114,Pleasanton,CA,94566,US,(925) 469-6243,37.695602,-121.929446,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
CHESTNUT STREET,800,2100 Chestnut Street,,San Francisco,CA,94123,US,(415) 441-1787,37.800859,-122.438116,SUN:10:00 AM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
MARKET STREET,492,2390 Market Street,,San Francisco,CA,94114,US,(415) 861-0800,37.763107,-122.434924,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 7:00 PM;,,
VILLAGE AT CORTE MADERA,508,1822 Redwood Highway,,Corte Madera,CA,94925,US,(415) 924-1391,37.929944,-122.514856,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 7:00 PM;,,
VALENCIA TOWN CENTER,753,24251 Town Center Drive,Suite 115,Valencia,CA,91355,US,(661) 222-1180,34.417304,-118.559537,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
OLD TOWN PASADENA,363,One E Colorado Blvd,,Pasadena,CA,91105,US,(626) 577-1474,34.145947,-118.150228,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
PROMENADE IN TEMECULA,963,40760 Winchester Road,Suite 150,Temecula,CA,92591,US,(951) 296-0365,33.52583,-117.158044,SUN:12:00 PM - 5:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
THE OAKS,376,568 W. Hillcrest,Space P10-12,Thousand Oaks,CA,91360,US,(805) 373-6501,34.187505,-118.889534,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
4TH STREET SANTA MONICA,924,1415 4th Street,,Santa Monica,CA,90401,US,(310) 395-1524,34.016243,-118.494509,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 7:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
SHERMAN OAKS,379,14006 Riverside Drive #39B,,Sherman Oaks,CA,91423,US,(818) 907-5877,34.156564,-118.436993,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
N BEVERLY DRIVE,474,300 N Beverly Dr,,Beverly Hills,CA,90210,US,(310) 860-9506,34.068801,-118.400377,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 7:00 PM;TUE:10:00 AM - 7:00 PM;WED:10:00 AM - 7:00 PM;THU:10:00 AM - 7:00 PM;FRI:10:00 AM - 7:00 PM;SAT:10:00 AM - 7:00 PM;,,
THE SHOPS AT MISSION VIEJO,441,524 The Shops At Mission Viejo,,Mission Viejo,CA,92691,US,(949) 364-3164,33.558737,-117.668643,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 7:00 PM;,,
SOUTH COAST PLAZA WEST,489,3333 Bear Street,Space # 150,Costa Mesa,CA,92626,US,(714) 966-2482,33.692055,-117.8929,SUN:11:00 AM - 6:30 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 8:00 PM;,,
MANHATTAN VILLAGE,6076,3200 North Sepulveda Blvd E10,,Manhattan Beach,CA,90266,US,(310) 545-2751,33.895264,-118.39422,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 8:00 PM;,,
PALOS VERDES,475,550 Deep Valley Drive,Space # 127,Rolling Hills Estate,CA,90274,US,(310) 265-2527,33.772126,-118.373358,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 7:00 PM;TUE:10:00 AM - 7:00 PM;WED:10:00 AM - 7:00 PM;THU:10:00 AM - 7:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
FASHION VALLEY,690,7007 Friars Road,Space 590A,San Diego,CA,92108,US,(619) 296-8014,32.768142,-117.169828,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
VALLEY FAIR MALL,328,2855 Stevens Creek Blvd.,Suite 2237,Santa Clara,CA,95050,US,(408) 261-9882,37.325845,-121.945615,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:30 PM;TUE:10:00 AM - 9:30 PM;WED:10:00 AM - 9:30 PM;THU:10:00 AM - 9:30 PM;FRI:10:00 AM - 9:30 PM;SAT:10:00 AM - 9:00 PM;,,
STANFORD SHOPPING CENTER,562,800 Stanford Shopping Center,,Palo Alto,CA,94304,US,(650) 321-1646,37.443468,-122.169309,SUN:10:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 7:00 PM;,,
BREA MALL,6158,1065 Brea Mall,#2107B,Brea,CA,92821,US,(714) 256-4053,33.91489,-117.886692,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 8:00 PM;,,
GALLERIA AT ROSEVILLE,891,1151 Galleria Blvd.,Suite 1130,Roseville,CA,95678,US,(916) 788-1440,38.773442,-121.269283,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
GARDENS EL PASEO,442,73505 El Paseo,Ste 1602,Palm Desert,CA,92260,US,(760) 674-8506,33.719719,-116.382895,SUN:11:00 AM - 4:00 PM;MON:10:00 AM - 7:00 PM;TUE:10:00 AM - 7:00 PM;WED:10:00 AM - 7:00 PM;THU:10:00 AM - 7:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
COURT ST CENTRE,824,1060 Court Street,,San Luis Obispo,CA,93401,US,(805) 595-1407,35.281048,-120.661206,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 7:00 PM;,,
DEL MONTE CENTER,949,1300 Del Monte Center,,Monterey,CA,93940,US,(831) 643-9615,36.583953,-121.898846,SUN:11:00 AM - 5:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 7:00 PM;,,
TEJON RANCH,6075,5701 Outlets Tejon Ranch Pkwy,Suite 100,Arvin,CA,93203,US,(661) 858-2083,34.985516,-118.941883,SUN:10:00 AM - 5:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
Eastland Center,6191,2753 E Eastland Center Dr,STE 1450,West Covina,CA,91791,US,(626) 858-3141,34.074667,-117.889152,SUN:12:00 PM - 5:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
LA CUMBRE PLAZA,509,110 South Hope Avenue,Space #H-28C,Santa Barbara,CA,93105,US,(805) 687-6707,34.437647,-119.746783,SUN:12:00 PM - 5:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 6:00 PM;,,
BURLINGAME,281,1230 Burlingame Avenue,Pottery Barn,Burlingame,CA,94010,US,(650) 348-0668,37.57903,-122.347075,SUN:10:00 AM - 6:00 PM;MON:9:00 AM - 9:00 PM;TUE:9:00 AM - 9:00 PM;WED:9:00 AM - 9:00 PM;THU:9:00 AM - 9:00 PM;FRI:9:00 AM - 9:00 PM;SAT:9:00 AM - 9:00 PM;,,
FIG GARDEN VILLAGE,833,740 West Shaw Ave,,Fresno,CA,93704,US,(559) 230-2586,36.810849,-119.806525,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 7:00 PM;TUE:10:00 AM - 7:00 PM;WED:10:00 AM - 7:00 PM;THU:10:00 AM - 7:00 PM;FRI:10:00 AM - 7:00 PM;SAT:10:00 AM - 7:00 PM;,,
VICTORIA GARDENS,754,12484 South Mainstreet,,Rancho Cucamonga,CA,91739,US,(909) 646-8464,34.110922,-117.533143,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
UNIVERSITY TOWN CENTER,491,4525 La Jolla Village Drive,Space #D-6,San Diego,CA,92122,US,(858) 622-9467,32.871006,-117.210028,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
THE SUMMIT RENO,832,13935 S. Virginia Street,Suite 302,Reno,NV,89511,US,(775) 853-6888,39.404155,-119.752415,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:9:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
BRIARGATE LIFESTYLE CENTER,731,1885 Briargate Parkway,Space # 511,Colorado Springs,CO,80920,US,(719) 265-6916,38.963143,-104.792582,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
PARK MEADOWS,942,8555 Park Meadows Center Drive,Space 2115,Lone Tree,CO,80124,US,(303) 792-2136,39.560834,-104.874861,SUN:Closed;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
ASPEN GROVE,571,7301 South Santa Fe Dr.,Space #650,Littleton,CO,80120,US,(303) 794-5220,39.584483,-105.025323,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
FLAT IRON CROSSING,487,1 West Flat Iron Crossing Dr,Suite #2270,Broomfield,CO,80021,US,(720) 887-1717,39.932111,-105.131402,SUN:Closed;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
WESTPORT,361,27 Main Street,,Westport,CT,06880,US,(203) 454-1386,41.141734,-73.361789,SUN:11:00 AM - 5:00 PM;MON:10:00 AM - 7:00 PM;TUE:10:00 AM - 7:00 PM;WED:10:00 AM - 7:00 PM;THU:10:00 AM - 7:00 PM;FRI:10:00 AM - 7:00 PM;SAT:10:00 AM - 7:00 PM;,,
DANBURY FAIR MALL,823,7 Backus Avenue,Space H204,Danbury,CT,06810,US,(203) 797-1176,41.380659,-73.480781,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:30 PM;TUE:10:00 AM - 9:30 PM;WED:10:00 AM - 9:30 PM;THU:10:00 AM - 9:30 PM;FRI:10:00 AM - 9:30 PM;SAT:10:00 AM - 9:30 PM;,,
WESTFARMS MALL,358,500 Westfarms Mall,Space #H208,Farmington,CT,06032,US,(860) 313-0598,41.721902,-72.763477,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
EVERGREEN WALK,747,400 Evergreen Way,Suite 400,South Windsor,CT,06074,US,(860) 644-2892,41.812774,-72.555754,SUN:11:00 AM - 5:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
HOLYOKE MALL,642,50 Holyoke Street,Space J310,Holyoke,MA,01040,US,(413) 536-9618,42.167247,-72.641327,SUN:10:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:9:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
THE WESTCHESTER,270,125 Westchester Avenue,Suite 2490A,White Plains,NY,10601,US,(914) 328-2434,41.031515,-73.75855,SUN:11:00 AM - 6:30 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
STAMFORD TOWN CENTER,6011,100 Greyrock Pl,Space 205,Stamford,CT,06901,US,(203) 323-0007,41.053077,-73.537144,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
WALT WHITMAN,6033,160 Walt Whitman Road,Suite 1115,Huntington,NY,11746,US,(631) 424-1069,40.822924,-73.410689,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:30 PM;SAT:10:00 AM - 9:30 PM;,,
GARDEN CITY CENTER,6018,112 Hillside Rd,,Cranston,RI,02920,US,(401) 942-0816,41.761412,-71.45872,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
SHOPPES AT BRINTON LAKE,538,941 Baltimore Pike,Space D-300,Glen Mills,PA,19342,US,(484) 840-1701,39.885962,-75.533255,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
CHRISTIANA MALL,371,182 Christiana Mall,Suite #1570,Newark,DE,19702,US,(302) 368-8440,39.68084,-75.651654,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
KING OF PRUSSIA,276,160 North Gulph Road,Space #6129,King Of Prussia,PA,19406,US,(610) 265-4007,40.087906,-75.389763,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 7:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
MARKET COMMON AT CLARENDON,545,2700 Claredon Blvd,Space R-100,Arlington,VA,22201,US,(703) 465-9425,38.887687,-77.091105,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
BETHESDA AVE,6096,4750 Bethesda Ave (Lot 31),,Bethesda,MD,20814,US,(301) 654-1598,38.98102,-77.093602,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
TYSONS CORNER,939,8004L Tyson's Corner Center,"Spaces H1L, H2L, H1B, K3B",McLean,VA,22102,US,(703) 288-0316,38.916986,-77.221161,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:30 PM;TUE:10:00 AM - 9:30 PM;WED:10:00 AM - 9:30 PM;THU:10:00 AM - 9:30 PM;FRI:10:00 AM - 9:30 PM;SAT:10:00 AM - 9:30 PM;,,
FAIR OAKS MALL,735,11824U Fair Oaks,,Fairfax,VA,22033,US,(703) 385-7550,38.864313,-77.356424,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:30 PM;TUE:10:00 AM - 9:30 PM;WED:10:00 AM - 9:30 PM;THU:10:00 AM - 9:30 PM;FRI:10:00 AM - 9:30 PM;SAT:10:00 AM - 9:30 PM;,,
RESTON TOWN CENTER,563,11937 Market Street,,Reston,VA,20190,US,(703) 437-6001,38.958303,-77.357916,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
COLONY THEATRE,431,329 South Park Avenue,,Winter Park,FL,32789,US,(407) 629-7446,28.595349,-81.351341,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 9:00 PM;SAT:9:00 AM - 9:00 PM;,,
MALL AT MILLENIA,932,4200 Conroy Road,Space 197,Orlando,FL,32839,US,(407) 355-3552,28.485565,-81.43155,SUN:11:00 AM - 7:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
THE GARDENS,633,3101 PGA Blvd.,Space #F141,Palm Beach,FL,33410,US,(561) 626-0796,26.847398,-80.085384,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
TOWN CENTER AT BOCA RATON,493,6000 W. Glades Road,Space #1225,Boca Raton,FL,33431,US,(561) 750-3949,26.365902,-80.134347,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:9:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
UNIVERSITY TOWN CENTER,6066,140 University Town Center Dr,Suite 256,Sarasota,FL,34243,US,(941) 225-8657,27.384433,-82.453188,SUN:11:00 AM - 6:00 PM;MON:10:00 AM - 9:00 PM;TUE:10:00 AM - 9:00 PM;WED:10:00 AM - 9:00 PM;THU:10:00 AM - 9:00 PM;FRI:10:00 AM - 9:00 PM;SAT:10:00 AM - 9:00 PM;,,
OLD HYDE PARK,510,802 South Village Circle,,Tampa,FL,33606,US,(813) 253-0904,27.936013,-82.47555,SUN:12:00 PM - 6:00 PM;MON:10:00 AM - 8:00 PM;TUE:10:00 AM - 8:00 PM;WED:10:00 AM - 8:00 PM;THU:10:00 AM - 8:00 PM;FRI:10:00 AM - 8:00 PM;SAT:10:00 AM - 8:00 PM;,,
