store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Woodward Ave,,1449 Woodward Avenue,,Detroit,MI,48226,US,248-721-4126,42.334671,-83.0517077,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:12:00 P.M.-6:00 P.M.;,,0
Showroom at Oxford Exchange,,420 West Kennedy Boulevard,,Tampa,FL,33606,US,813-639-8038,27.944929,-82.464621,mon:9:00 A.M.-5:30 P.M.;tue:9:00 A.M.-5:30 P.M.;wed:9:00 A.M.-5:30 P.M.;thu:9:00 A.M.-5:30 P.M.;fri:9:00 A.M.-5:30 P.M.;sat:9:00 A.M.-5:30 P.M.;sun:9:00 A.M.-5:30 P.M.;,,0
Map Room at Alchemy Works Harbor House,,3408 Via Oporto,,Newport Beach,CA,92663,US,949-274-4636 ,33.618404,-117.928168,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Domain Northside,,11700 Domain Blvd,,Austin,TX,78758,US,512-371-6151,30.4048578,-97.7235165,mon:10:00 A.M.-8:00 P.M.;tue:10:00 A.M.-8:00 P.M.;wed:10:00 A.M.-8:00 P.M.;thu:10:00 A.M.-8:00 P.M.;fri:10:00 A.M.-8:00 P.M.;sat:10:00 A.M.-8:00 P.M.;sun:12:00 P.M.-6:00 P.M.;,,0
Country Club Plaza,,307 Nichols Road,,Kansas City,MO,64112,US,816-298-0660,39.041377,-94.590555,mon:10:00 A.M.-7:00 P.M.;tue:10:00 A.M.-7:00 P.M.;wed:10:00 A.M.-7:00 P.M.;thu:10:00 A.M.-9:00 P.M.;fri:10:00 A.M.-7:00 P.M.;sat:10:00 A.M.-7:00 P.M.;sun:12:00 P.M.-5:00 P.M.;,,0
Showroom at Shop Good,,3 NW 9th Street,,Oklahoma City,OK,73102,US,405-702-0517,35.477195,-97.512396,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:closed;,,0
Greene St.,,121 Greene Street,,New York City,NY,10012,US,646-568-3720,40.725501,-73.998967,mon:11:00 A.M.-8:00 P.M.;tue:11:00 A.M.-8:00 P.M.;wed:11:00 A.M.-8:00 P.M.;thu:11:00 A.M.-8:00 P.M.;fri:11:00 A.M.-8:00 P.M.;sat:10:00 A.M.-8:00 P.M.;sun:10:00 A.M.-8:00 P.M.;,,0
Grand Central,,25 Grand Central Terminal,,New York City,NY,10017,US,646-618-8878,40.752720,-73.977229,mon:8:00 A.M.-8:00 P.M.;tue:8:00 A.M.-8:00 P.M.;wed:8:00 A.M.-8:00 P.M.;thu:8:00 A.M.-8:00 P.M.;fri:8:00 A.M.-8:00 P.M.;sat:10:00 A.M.-8:00 P.M.;sun:11:00 A.M.-6:00 P.M.;,,0
NorthPark Center,,8687 North Central Expressway,,Dallas,TX,75225,US,469-513-8563,32.8685017,-96.7757012,mon:10:00 A.M.-9:00 P.M.;tue:10:00 A.M.-9:00 P.M.;wed:10:00 A.M.-9:00 P.M.;thu:10:00 A.M.-9:00 P.M.;fri:10:00 A.M.-9:00 P.M.;sat:10:00 A.M.-9:00 P.M.;sun:12:00 P.M.-6:00 P.M.;,,0
Queen Street West,, 684 Queen St. W.,,Toronto,ON,M6J 1E5,CA,437-889-0046,43.646476,-79.407582,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Glasshouse at Alchemy Works,,826 East 3rd Street,,Los Angeles,CA,90013,US,323-695-5416,34.045658,-118.235334,mon:11:00 A.M.-6:00 P.M.;tue:11:00 A.M.-6:00 P.M.;wed:11:00 A.M.-6:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:10:00 A.M.-7:00 P.M.;sun:10:00 A.M.-7:00 P.M.;,,0
Palo Alto,,555 Ramona Street,,Palo Alto,CA,94301,US,650-352-8423,37.4447272,-122.1634831,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:12:00 P.M.-6:00 P.M.;,,0
Legacy West ,,7701 Windrose Avenue,,Plano,TX,75024,US,888-492-7297,,,mon:closed;tue:closed;wed:closed;thu:closed;fri:12:00 P.M.-7:00 P.M.;sat:closed;sun:closed;,,0
Warby Parker Classroom,,2008 North Henderson Avenue,,Dallas,TX,75206,US,972-426-7272,32.812451,-96.775471,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Georgetown,,3225 M Street NW,,Washington,DC,20007,US,202-618-5605,38.905366,-77.063685,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Edgehill,,1207 Villa Place,,Nashville,TN,37212,US,615-866-6919,36.142707,-86.792418,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:12:00 P.M.-6:00 P.M.;,,0
Lexington Ave.,,1209 Lexington Avenue,,New York City,NY,10028,US,646-757-2290,40.776741,-73.957390,mon:10:00 A.M.-7:00 P.M.;tue:10:00 A.M.-7:00 P.M.;wed:10:00 A.M.-7:00 P.M.;thu:10:00 A.M.-7:00 P.M.;fri:10:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Wynwood,,215 N.W. 25th Street,,Miami,FL,33127,US,786-605-1112,25.800807,-80.199629,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
University Village,,2619 N.E. University Village St.,,Seattle,WA,98105,US,206-926-9617,47.663252,-122.299321,mon:9:30 A.M.-9:00 P.M.;tue:9:30 A.M.-9:00 P.M.;wed:9:30 A.M.-9:00 P.M.;thu:9:30 A.M.-9:00 P.M.;fri:9:30 A.M.-9:00 P.M.;sat:9:30 A.M.-9:00 P.M.;sun:11:00 A.M.-6:00 P.M.;,,0
Armitage Ave.,,851 W. Armitage Avenue,,Chicago,IL,60614,US,773-341-1890,41.917999,-87.650486,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:10:00 A.M.-7:00 P.M.;sun:10:00 A.M.-7:00 P.M.;,,0
Harbor East,,807 Aliceanna Street,,Baltimore,MD,21202,US,443-552-7015,39.283095,-76.600979,mon:10:00 A.M.-8:00 P.M.;tue:10:00 A.M.-8:00 P.M.;wed:10:00 A.M.-8:00 P.M.;thu:10:00 A.M.-8:00 P.M.;fri:10:00 A.M.-8:00 P.M.;sat:10:00 A.M.-8:00 P.M.;sun:11:00 A.M.-6:00 P.M.;,,0
Abbot Kinney,,1422 Abbot Kinney Boulevard,,Los Angeles,CA,90291,US,310-280-2055,33.990325,-118.465288,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Pearl St.,,1949 Pearl Street ,,Boulder,CO,80302,US,888-492-7297,,,mon:closed;tue:closed;wed:closed;thu:closed;fri:12:00 P.M.-7:00 P.M.;sat:closed;sun:closed;,,0
Warby Parker Writer's Block,,3501 Fremont Avenue North,,Seattle,WA,98103,US,206-453-0902,47.650711,-122.349967,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Westside Provisions,,1198 Howell Mill Road,,Atlanta,GA,30318,US,470-548-1721,33.786728,-84.412207,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:12:00 P.M.-6:00 P.M.;,,0
Bergen St.,,55 Bergen Street,,Brooklyn,NY,11201,US,347-223-5344,40.687153,-73.991028,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
South Congress,,1317 South Congress Avenue,,Austin,TX,78704,US,512-640-7708,30.250469,-97.749229,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Shaw,,1924 8th Street NW,,Washington,DC,20001,US,202-618-5606,38.9168542,-77.023808,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Washington St.,,819 Washington Street,,New York City,NY,10014,US,646-517-5227,40.739652,-74.007834,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
New York City HQ and Showroom,,161 Avenue of the Americas,,New York City,NY,10013,US,646-517-5223,40.725894,-74.004308,mon:10:00 A.M.-6:00 P.M.;tue:10:00 A.M.-6:00 P.M.;wed:10:00 A.M.-6:00 P.M.;thu:10:00 A.M.-6:00 P.M.;fri:10:00 A.M.-6:00 P.M.;sat:10:00 A.M.-6:00 P.M.;sun:10:00 A.M.-6:00 P.M.;,,0
UTC,,4465 La Jolla Village,,San Diego,CA,92122,US,858-224-9977,32.871074,-117.211062,mon:10:00 A.M.-9:00 P.M.;tue:10:00 A.M.-9:00 P.M.;wed:10:00 A.M.-9:00 P.M.;thu:10:00 A.M.-9:00 P.M.;fri:10:00 A.M.-9:00 P.M.;sat:10:00 A.M.-9:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Buckhead,,274 Buckhead Ave. NE,,Atlanta,GA,30305,US,404-479-9755,33.838229,-84.379067,mon:10:00 A.M.-7:00 P.M.;tue:10:00 A.M.-7:00 P.M.;wed:10:00 A.M.-7:00 P.M.;thu:10:00 A.M.-7:00 P.M.;fri:10:00 A.M.-7:00 P.M.;sat:10:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Warby Parker Readery,,Brookfield Place,,New York City,NY,10281,US,646-553-2116,40.713028,-74.015099,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:12:00 P.M.-6:00 P.M.;,,0
Nashville HQ and Showroom,,401 Church Street,,Nashville,TN,37219,US,615-861-2570,36.163531,-86.779165,mon:10:00 A.M.-6:00 P.M.;tue:10:00 A.M.-6:00 P.M.;wed:10:00 A.M.-6:00 P.M.;thu:10:00 A.M.-6:00 P.M.;fri:10:00 A.M.-6:00 P.M.;sat:closed;sun:closed;,,0
"The Standard, Hollywood",,8300 Sunset Boulevard,,Los Angeles,CA,90069,US,323-370-6690,34.096034,-118.370806,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Santana Row,,334 Santana Row,,San Jose,CA,95128,US,669-266-7063,37.321444,-121.947773,mon:10:00 A.M.-9:00 P.M.;tue:10:00 A.M.-9:00 P.M.;wed:10:00 A.M.-9:00 P.M.;thu:10:00 A.M.-9:00 P.M.;fri:10:00 A.M.-9:00 P.M.;sat:10:00 A.M.-9:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
Scottsdale Quarter,,15257 North Scottsdale Road,,Scottsdale,AZ,85254,US,480-498-6540,33.624420,-111.923850,mon:10:00 A.M.-9:00 P.M.;tue:10:00 A.M.-9:00 P.M.;wed:10:00 A.M.-9:00 P.M.;thu:10:00 A.M.-9:00 P.M.;fri:10:00 A.M.-9:00 P.M.;sat:10:00 A.M.-9:00 P.M.;sun:12:00 P.M.-6:00 P.M.;,,0
Newbury St.,,83 Newbury Street,,Boston,MA,02116,US,508-658-7444,42.351799,-71.074825,mon:11:00 A.M.-7:00 P.M.;tue:11:00 A.M.-7:00 P.M.;wed:11:00 A.M.-7:00 P.M.;thu:11:00 A.M.-7:00 P.M.;fri:11:00 A.M.-7:00 P.M.;sat:11:00 A.M.-7:00 P.M.;sun:11:00 A.M.-7:00 P.M.;,,0
